id,SalePrice
1685,386200.0
1686,112000.9921875
1687,289959.8125
1688,106002.0625
1689,124992.796875
1690,192484.625
1691,147992.328125
1692,402941.96875
1693,94505.625
1694,128190.609375
1695,216473.25
1696,89508.4375
1697,185482.703125
1698,194475.84375
1699,317958.625
1700,112993.6875
1701,262466.75
1702,110499.84375
1703,79001.734375
1704,119992.765625
1705,204975.8125
1706,241469.5625
1707,136988.828125
1708,139988.765625
1709,179980.03125
1710,276880.25
1711,76501.7890625
1712,234977.609375
1713,172982.15625
1714,157986.84375
1715,144986.671875
1716,229973.15625
1717,207474.09375
1718,219975.046875
1719,231472.453125
1720,96994.734375
1721,175982.75
1722,275965.375
1723,150984.90625
1724,129999.203125
1725,73004.6484375
1726,175481.25
1727,184978.78125
1728,179481.921875
1729,120493.5625
1730,147986.84375
1731,265962.78125
1732,241458.109375
1733,289961.21875
1734,138988.96875
1735,124492.3125
1736,204977.921875
1737,200978.40625
1738,140984.125
1739,415239.5
1740,191977.546875
1741,228473.921875
1742,184983.375
1743,207480.796875
1744,244570.140625
1745,179184.625
1746,164689.046875
1747,158983.09375
1748,88000.765625
1749,121993.625
1750,153562.09375
1751,233198.046875
1752,135893.34375
1753,130987.4453125
1754,234965.5
1755,166983.78125
1756,142488.890625
1757,151980.984375
1758,238983.71875
1759,174981.0625
1760,158484.96875
1761,156983.4375
1762,266958.34375
1763,204971.9375
1764,149884.78125
1765,294949.6875
1766,305858.875
1767,224969.5
1768,89499.3984375
1769,82496.1875
1770,359947.4375
1771,165583.921875
1772,131992.546875
1773,119892.484375
1774,374829.5
1775,177982.46875
1776,188480.625
1777,259962.625
1778,269963.125
1779,259963.484375
1780,187477.34375
1781,342591.25
1782,353948.40625
1783,300962.5
1784,126168.8828125
1785,241965.8125
1786,87003.484375
1787,323956.75
1788,145238.875
1789,214474.625
1790,78002.359375
1791,118993.3984375
1792,138990.71875
1793,283969.1875
1794,206979.1875
1795,191978.484375
1796,228825.90625
1797,377371.9375
1798,213976.0
1799,202475.0
1800,154985.9375
1801,202873.515625
1802,81998.859375
1803,87500.9765625
1804,265970.625
1805,85002.15625
1806,140190.75
1807,151490.96875
1808,157480.40625
1809,153991.0
1810,437091.0
1811,318024.09375
1812,189982.53125
1813,94997.859375
1814,105896.90625
1815,139989.953125
1816,177483.90625
1817,172984.53125
1818,133988.375
1819,129994.734375
1820,279962.28125
1821,155987.453125
1822,144988.234375
1823,198482.046875
1824,118001.109375
1825,189971.3125
1826,146987.78125
1827,158986.84375
1828,164987.5625
1829,131993.828125
1830,161982.484375
1831,172383.21875
1832,134414.84375
1833,124991.6875
1834,122990.71875
1835,219474.53125
1836,61004.58984375
1837,147989.546875
1838,339951.5625
1839,394378.03125
1840,178981.96875
1841,126994.1875
1842,187731.640625
1843,213474.265625
1844,76002.5546875
1845,239942.78125
1846,191984.53125
1847,81001.796875
1848,124993.140625
1849,190981.203125
1850,425937.03125
1851,118995.6328125
1852,214970.796875
1853,106496.1796875
1854,100000.1875
1855,108995.296875
1856,128989.8671875
1857,122991.421875
1858,169485.96875
1859,67002.46875
1860,240973.6875
1861,245467.3125
1862,164977.03125
1863,107994.875
1864,257970.234375
1865,167984.015625
1866,149984.71875
1867,114997.140625
1868,176980.265625
1869,279960.6875
1870,339702.625
1871,60003.13671875
1872,144970.640625
1873,221982.78125
1874,114995.703125
1875,227970.75
1876,181117.34375
1877,149489.4375
1878,238958.421875
1879,125992.890625
1880,141991.0625
1881,206280.03125
1882,214970.21875
1883,112986.90625
1884,314959.65625
1885,138990.90625
1886,134994.46875
1887,274962.0
1888,109004.125
1889,195381.5625
1890,174981.703125
1891,85405.9375
1892,79904.234375
1893,122497.25
1894,180981.0625
1895,81006.59375
1896,211974.6875
1897,115997.578125
1898,118997.640625
1899,90352.828125
1900,109993.484375
1901,554918.625
1902,117995.9609375
1903,162887.34375
1904,172487.75
1905,209974.140625
1906,127490.796875
1907,189977.109375
1908,199876.4375
1909,119493.484375
1910,119995.171875
1911,109998.2578125
1912,279927.84375
1913,203975.78125
1914,209976.609375
1915,187979.59375
1916,175485.375
1917,97998.546875
1918,255940.4375
1919,160985.5625
1920,109998.4140625
1921,263403.1875
1922,154985.96875
1923,62388.78125
1924,188678.71875
1925,123995.6171875
1926,178727.21875
1927,166982.6875
1928,146486.9375
1929,249971.46875
1930,186979.28125
1931,211981.96875
1932,189975.75
1933,147992.875
1934,439934.25
1935,250972.15625
1936,132490.140625
1937,208875.609375
1938,379947.9375
1939,296961.4375
1940,89474.6875
1941,325950.78125
1942,373949.59375
1943,154989.75
1944,163990.15625
1945,132492.5625
1946,146989.34375
1947,155987.21875
1948,174977.96875
1949,159980.78125
1950,86005.546875
1951,114995.890625
1952,132989.890625
1953,172764.875
1954,154990.0625
1955,91299.3984375
1956,34910.59375
1957,429935.9375
1958,183981.015625
1959,129993.2890625
1960,119996.03125
1961,113000.125
1962,226672.625
1963,139990.75
1964,288958.3125
1965,146991.828125
1966,124494.21875
1967,214973.84375
1968,208279.59375
1969,160985.984375
1970,124490.890625
1971,164879.546875
1972,202647.0625
1973,129891.6015625
1974,133990.65625
1975,96498.671875
1976,402803.71875
1977,157985.28125
1978,264970.125
1979,210975.015625
1980,233971.34375
1981,106244.71875
1982,149986.03125
1983,158987.6875
1984,184705.78125
1985,315707.1875
1986,175985.4375
1987,131988.03125
1988,446192.3125
1989,86002.703125
1990,200588.40625
1991,174981.9375
1992,127992.65625
1993,107496.390625
1994,39311.94140625
1995,177982.359375
1996,107497.8046875
1997,187979.421875
1998,111240.140625
1999,157982.5625
2000,271967.5625
2001,314957.75
2002,247967.96875
2003,213229.25
2004,132996.546875
2005,179641.171875
2006,228969.625
2007,209977.578125
2008,129492.0546875
2009,124993.390625
2010,262964.75
2011,139992.375
2012,112497.390625
2013,255469.0
2014,107994.5234375
2015,283959.90625
2016,112997.671875
2017,140983.03125
2018,107993.296875
2019,174972.734375
2020,233977.859375
2021,121490.4296875
2022,169981.5
2023,107993.5390625
2024,184973.125
2025,267962.1875
2026,127992.6640625
2027,324955.1875
2028,213978.875
2029,316551.75
2030,135950.90625
2031,142587.609375
2032,119995.3125
2033,224469.6875
2034,169982.734375
2035,138989.328125
2036,118492.15625
2037,144990.46875
2038,164485.78125
2039,145991.84375
2040,131490.703125
2041,181877.640625
2042,253261.078125
2043,118494.3515625
2044,324951.0625
2045,132991.875
2046,369845.78125
2047,129995.09375
2048,136990.984375
2049,142977.921875
2050,79503.1953125
2051,185880.796875
2052,451881.8125
2053,137990.515625
2054,139993.734375
2055,109996.890625
2056,318956.25
2057,114501.09375
2058,194185.0625
2059,217476.53125
2060,150992.0
2061,274964.125
2062,140988.46875
2063,219971.609375
2064,150992.0625
2065,220972.375
2066,204973.40625
2067,151983.921875
2068,224973.03125
2069,359045.90625
2070,118495.484375
2071,312956.0625
2072,147989.796875
2073,261465.21875
2074,146991.0625
2075,75509.390625
2076,137490.28125
2077,183181.40625
2078,105497.6875
2079,314774.25
2080,304957.34375
2081,67006.28125
2082,239966.984375
2083,134991.515625
2084,168492.59375
2085,165132.65625
2086,159986.734375
2087,139888.5
2088,152989.3125
2089,134983.71875
2090,168485.96875
2091,123993.1953125
2092,209481.375
2093,82495.9765625
2094,139388.09375
2095,143987.578125
2096,199979.9375
2097,60007.19140625
2098,93000.0
2099,85000.3125
2100,264529.5625
2101,273967.1875
2102,225973.453125
2103,344946.34375
2104,151985.53125
2105,370828.65625
2106,143238.796875
2107,98296.9140625
2108,154986.59375
2109,154990.03125
2110,84508.859375
2111,205929.03125
2112,107993.1796875
2113,190980.15625
2114,134990.0
2115,349954.09375
2116,88007.1484375
2117,145488.90625
2118,148989.5
2119,97489.2109375
2120,166984.34375
2121,197879.125
2122,401920.25
2123,109994.703125
2124,137490.09375
2125,422930.25
2126,230471.0625
2127,128984.40625
2128,193479.4375
2129,167978.15625
2130,137489.421875
2131,173482.40625
2132,103594.484375
2133,164981.90625
2134,257464.75
2135,139985.171875
2136,148492.03125
2137,86995.84375
2138,109494.171875
2139,372450.0
2140,128490.9296875
2141,142991.296875
2142,159423.34375
2143,172985.21875
2144,284962.21875
2145,220971.28125
2146,207476.421875
2147,227846.484375
2148,148790.890625
2149,391947.75
2150,194683.53125
2151,140993.296875
2152,754878.625
2153,334942.4375
2154,108479.625
2155,141489.78125
2156,175980.046875
2157,89001.796875
2158,123496.34375
2159,138487.71875
2160,195983.125
2161,312458.625
2162,139991.1875
2163,361867.5
2164,139985.78125
2165,212978.625
2166,55008.11328125
2167,301897.0
2168,253972.796875
2169,179522.15625
2170,109897.328125
2171,52009.84375
2172,102773.0
2173,188983.234375
2174,128992.484375
2175,130489.1796875
2176,164986.484375
2177,159482.265625
2178,156983.4375
2179,340953.90625
2180,128491.90625
2181,274968.25
2182,142993.09375
2183,124494.1875
2184,134989.328125
2185,319955.375
2186,120494.296875
2187,221966.375
2188,194480.84375
2189,109992.1171875
2190,103001.09375
2191,236472.859375
2192,187483.875
2193,222472.328125
2194,131389.140625
2195,107995.3125
2196,162982.65625
2197,93497.2734375
2198,239870.03125
2199,178982.421875
2200,189978.0
2201,131987.171875
2202,141989.765625
2203,178984.109375
2204,174977.4375
2205,179985.71875
2206,299760.28125
2207,235968.453125
2208,265942.3125
2209,260369.5625
2210,97995.3515625
2211,96499.3125
2212,161986.890625
2213,216973.96875
2214,275463.0
2215,155988.109375
2216,172494.984375
2217,211973.796875
2218,158883.375
2219,179389.84375
2220,289961.625
2221,127493.546875
2222,99997.71875
2223,215174.78125
2224,336956.28125
2225,269971.1875
2226,264100.9375
2227,196476.828125
2228,159981.375
2229,216813.328125
2230,537890.1875
2231,134890.78125
2232,101994.84375
2233,106994.25
2234,114494.2890625
2235,394943.90625
2236,161992.078125
2237,221474.75
2238,142484.34375
2239,143988.40625
2240,134990.09375
2241,175984.0625
2242,175883.125
2243,187078.015625
2244,165482.8125
2245,127995.578125
2246,161486.828125
2247,138988.15625
2248,232970.09375
2249,107898.71875
2250,187476.34375
2251,160191.15625
2252,146786.34375
2253,269753.375
2254,224976.0625
2255,194476.875
2256,170983.625
2257,143489.125
2258,109996.6015625
2259,484931.9375
2260,174986.5
2261,199971.9375
2262,109898.25
2263,188980.734375
2264,582845.125
2265,117993.046875
2266,227656.09375
2267,135491.78125
2268,223465.484375
2269,159943.203125
2270,105992.15625
2271,180992.8125
2272,144493.046875
2273,55996.171875
2274,157890.03125
2275,115993.359375
2276,224877.96875
2277,136990.40625
2278,270962.90625
2279,154988.609375
2280,223977.546875
2281,182982.1875
2282,93000.6796875
2283,224971.984375
2284,139485.71875
2285,232572.859375
2286,384946.25
2287,109499.859375
2288,188979.875
2289,184963.75
2290,147393.78125
2291,165984.78125
2292,150992.8125
2293,236971.28125
2294,166986.109375
2295,139941.5
2296,127989.484375
2297,153487.40625
2298,100003.203125
2299,143987.6875
2300,130489.765625
2301,139987.875
2302,157484.78125
2303,174887.4375
2304,140992.328125
2305,153880.84375
2306,170977.484375
2307,212975.28125
2308,133488.375
2309,239942.515625
2310,186981.15625
2311,131495.4375
2312,214981.28125
2313,163985.4375
2314,157982.9375
2315,169979.765625
2316,126993.734375
2317,146989.0625
2318,173984.4375
2319,151988.5
2320,249965.671875
2321,189932.65625
2322,131489.921875
2323,151987.703125
2324,132489.78125
2325,250552.71875
2326,148487.40625
2327,248870.6875
2328,128989.9375
2329,168975.84375
2330,235970.9375
2331,109497.984375
2332,200478.75
2333,115992.515625
2334,132991.078125
2335,66504.171875
2336,303434.09375
2337,132230.46875
2338,349951.65625
2339,147984.5625
2340,136493.125
2341,156988.125
2342,187476.921875
2343,177979.40625
2344,118496.921875
2345,99998.890625
2346,328860.3125
2347,144987.4375
2348,135483.53125
2349,267963.375
2350,149485.46875
2351,122894.9609375
2352,172481.578125
2353,154486.515625
2354,164977.46875
2355,118850.8203125
2356,139991.578125
2357,106496.3203125
2358,142937.25
2359,611569.875
2360,134991.84375
2361,109995.5390625
2362,152985.75
2363,179983.609375
2364,239968.8125
2365,125495.25
2366,127994.6015625
2367,254968.875
2368,249966.671875
2369,130991.296875
2370,173980.734375
2371,154285.0625
2372,143488.625
2373,87999.5703125
2374,144986.125
2375,173721.390625
2376,75006.53125
2377,35320.02734375
2378,134985.1875
2379,237969.5625
2380,176481.96875
2381,200975.71875
2382,145887.578125
2383,169974.5
2384,192984.671875
2385,207477.3125
2386,174978.25
2387,284962.625
2388,175982.96875
2389,236470.46875
2390,221973.0625
2391,200979.1875
2392,117495.328125
2393,319960.5625
2394,189982.203125
2395,241956.59375
2396,79903.7734375
2397,184882.1875
2398,252968.09375
2399,239769.53125
2400,244361.9375
2401,150885.328125
2402,213977.78125
2403,149986.625
2404,142979.53125
2405,137490.40625
2406,124891.2734375
2407,142989.484375
2408,269964.5625
2409,192476.71875
2410,197478.171875
2411,128991.3203125
2412,119890.5234375
2413,133891.140625
2414,171979.3125
2415,127495.65625
2416,144990.34375
2417,123995.515625
2418,131992.109375
2419,184982.453125
2420,154990.46875
2421,116496.015625
2422,271958.25
2423,154989.84375
2424,238968.234375
2425,214873.46875
2426,178882.5
2427,159985.25
2428,134992.9375
2429,37911.046875
2430,139990.53125
2431,134991.5
2432,172988.03125
2433,99499.21875
2434,181982.734375
2435,167477.0625
2436,164986.953125
2437,85503.359375
2438,199883.53125
2439,109995.578125
2440,138989.609375
2441,178381.65625
2442,335956.0625
2443,159885.703125
2444,255865.875
2445,125988.359375
2446,124991.7109375
2447,116991.03125
2448,395139.25
2449,194978.34375
2450,196979.546875
2451,347953.6875
2452,167977.9375
2453,186979.703125
2454,173883.234375
2455,337453.15625
2456,121594.671875
2457,136488.9375
2458,184982.0
2459,90998.8125
2460,205979.09375
2461,81997.578125
2462,86003.125
2463,231971.375
2464,136895.40625
2465,180986.40625
2466,149889.328125
2467,163481.59375
2468,88001.703125
2469,239971.125
2470,102004.96875
2471,134983.46875
2472,99995.296875
2473,164983.890625
2474,85003.875
2475,119194.3203125
2476,226973.671875
2477,202977.859375
2478,187482.484375
2479,159983.59375
2480,213472.53125
2481,175982.484375
2482,193981.125
2483,87000.15625
2484,190984.828125
2485,286958.125
2486,112496.453125
2487,167486.59375
2488,293039.8125
2489,104994.6328125
2490,118000.9375
2491,159989.375
2492,196971.578125
2493,309951.3125
2494,229975.421875
2495,119746.546875
2496,83995.953125
2497,315454.9375
2498,286963.75
2499,97003.109375
2500,80006.4765625
2501,154985.75
2502,172984.5
2503,195982.28125
2504,262243.125
2505,277959.5
2506,139584.1875
2507,556495.125
2508,144988.359375
2509,114984.09375
2510,84897.484375
2511,176469.953125
2512,200120.59375
2513,164983.953125
2514,144488.75
2515,254965.875
2516,179980.765625
2517,185834.25
2518,247955.78125
2519,334953.0625
2520,219978.9375
2521,213481.546875
2522,80992.609375
2523,89991.3984375
2524,110495.84375
2525,153988.390625
2526,327949.3125
2527,177983.78125
2528,167881.359375
2529,151378.8125
2530,134991.265625
2531,134990.4375
2532,153984.3125
2533,91498.5625
2534,159484.34375
2535,193979.5625
2536,219472.8125
2537,169977.84375
2538,138787.28125
2539,155891.5
2540,125993.28125
2541,144988.1875
2542,132993.15625
2543,191980.953125
2544,159989.9375
2545,187475.09375
2546,146987.40625
2547,83502.328125
2548,251965.375
2549,137494.46875
2550,196983.9375
2551,92898.046875
2552,159992.25
2553,136485.96875
2554,145987.96875
2555,128994.90625
2556,176416.640625
2557,126994.2890625
2558,169990.28125
2559,127992.5
2560,156985.59375
2561,60004.69921875
2562,119494.84375
2563,134992.625
2564,159486.125
2565,106002.078125
2566,324953.375
2567,179879.6875
2568,274681.71875
2569,180981.734375
2570,279961.875
2571,187979.0
2572,204980.78125
2573,129893.1875
2574,134491.578125
2575,116996.546875
2576,317959.0625
2577,184080.59375
2578,129991.2578125
2579,139983.140625
2580,133692.59375
2581,118395.4921875
2582,212876.84375
2583,111993.984375
2584,117996.640625
2585,163885.359375
2586,114993.578125
2587,173987.34375
2588,258963.15625
2589,214973.140625
2590,139991.375
2591,134984.40625
2592,93498.609375
2593,117490.6875
2594,239470.34375
2595,168983.65625
2596,101999.234375
2597,118993.4921875
2598,94003.25
2599,195974.84375
2600,143989.328125
2601,138989.765625
2602,197473.21875
2603,424807.125
2604,80001.96875
2605,79999.015625
2606,148989.984375
2607,179980.109375
2608,174481.421875
2609,116897.546875
2610,142987.75
2611,123995.609375
2612,149882.625
2613,229973.40625
2614,120496.828125
2615,201774.515625
2616,217973.59375
2617,179883.046875
2618,229977.28125
2619,235101.25
2620,184981.5
2621,145992.4375
2622,223970.28125
2623,128991.828125
2624,108949.84375
2625,193975.59375
2626,233146.609375
2627,245320.375
2628,172981.375
2629,234966.90625
2630,624894.375
2631,170993.796875
2632,162984.546875
2633,171887.65625
2634,200475.78125
2635,238965.109375
2636,284963.09375
2637,119492.078125
2638,114997.3046875
2639,154887.1875
2640,92999.703125
2641,249964.640625
2642,392450.375
2643,744884.3125
2644,119988.984375
2645,186663.84375
2646,104896.328125
2647,94994.2890625
2648,261966.0
2649,194979.0625
2650,188980.3125
2651,167964.03125
2652,173990.203125
2653,124991.7734375
2654,164992.09375
2655,157983.328125
2656,175983.4375
2657,219180.796875
2658,143989.953125
2659,177980.78125
2660,147986.78125
2661,116045.390625
2662,197875.703125
2663,116997.390625
2664,212978.515625
2665,153486.40625
2666,271864.5625
2667,106994.734375
2668,199978.703125
2669,139990.3125
2670,289963.78125
2671,188973.125
2672,163977.515625
2673,112995.65625
2674,144987.8125
2675,134489.109375
2676,124995.265625
2677,111990.75
2678,229430.0625
2679,80502.9296875
2680,91504.4609375
2681,114997.5703125
2682,133993.0625
2683,142989.375
2684,137887.0
2685,183976.65625
2686,144986.609375
2687,213971.375
2688,146991.3125
2689,367249.15625
2690,126991.4453125
2691,189973.40625
2692,132492.125
2693,101794.3359375
2694,141988.09375
2695,129991.796875
2696,138870.9375
2697,175488.265625
2698,194976.140625
2699,142488.03125
2700,265868.75
2701,224876.15625
2702,248298.25
2703,169984.359375
2704,464929.4375
2705,229972.90625
2706,177976.5625
2707,186481.234375
2708,169884.6875
2709,129489.625
2710,118995.078125
2711,243969.25
2712,171739.265625
2713,129991.796875
2714,293958.21875
2715,165384.875
2716,127492.015625
2717,301459.6875
2718,99902.8125
2719,189981.28125
2720,150986.71875
2721,180972.65625
2722,128891.734375
2723,161483.0
2724,180479.1875
2725,180985.890625
2726,183886.8125
2727,121992.8984375
2728,378446.53125
2729,380941.1875
2730,143987.9375
2731,259957.125
2732,185732.84375
2733,136988.828125
2734,176981.53125
2735,138990.53125
2736,136991.0625
2737,161979.34375
2738,197877.71875
2739,236971.0
2740,68403.296875
2741,226975.21875
2742,179983.078125
2743,150487.21875
2744,138988.28125
2745,168978.84375
2746,132492.203125
2747,142992.171875
2748,189968.25
2749,277966.59375
2750,280967.9375
2751,180478.34375
2752,119498.4375
2753,107493.984375
2754,162881.875
2755,114994.875
2756,138488.40625
2757,154987.015625
2758,139994.0
2759,159948.21875
2760,153989.5
2761,224974.84375
2762,177482.46875
2763,289958.875
2764,231974.078125
2765,129995.625
2766,324952.625
2767,202481.9375
2768,137990.84375
2769,146988.34375
2770,179183.046875
2771,334951.125
2772,202977.15625
2773,301955.625
2774,333113.5
2775,118994.328125
2776,206871.78125
2777,295456.875
2778,208882.859375
2779,274963.28125
2780,110995.59375
2781,156487.1875
2782,72502.7890625
2783,189974.78125
2784,82502.5
2785,146990.125
2786,55011.03125
2787,79006.421875
2788,130493.9609375
2789,255962.015625
2790,176483.140625
2791,226976.296875
2792,132490.4375
2793,99997.34375
2794,125494.296875
2795,124997.8125
2796,167886.84375
2797,134995.15625
2798,52509.69921875
2799,199973.0
2800,128492.34375
2801,122994.15625
2802,154984.140625
2803,228471.9375
2804,176982.796875
2805,155820.34375
2806,108500.03125
2807,262461.8125
2808,283425.90625
2809,214967.78125
2810,121995.390625
2811,199974.953125
2812,170984.28125
2813,134890.65625
2814,409938.90625
2815,234969.53125
2816,169982.578125
2817,109996.125
2818,149885.84375
2819,177488.5625
2820,314952.0
2821,188976.65625
2822,259963.203125
2823,104890.984375
2824,156918.75
2825,144145.875
2826,215975.5
2827,192979.390625
2828,126994.6328125
2829,143993.09375
2830,231977.859375
2831,104998.703125
2832,165482.71875
2833,274261.09375
2834,466434.625
2835,249965.875
2836,238971.859375
2837,91000.625
2838,116991.46875
2839,83007.1171875
2840,167483.375
2841,58505.9296875
2842,237468.1875
2843,156987.375
2844,111985.484375
2845,104994.8984375
2846,125493.90625
2847,249972.265625
2848,135987.28125
2849,377445.25
2850,130993.375
2851,234972.53125
2852,123991.515625
2853,122992.3046875
2854,162984.5625
2855,246551.1875
2856,281174.25
2857,159957.09375
2858,137492.875
2859,137991.9375
2860,137439.78125
2861,119996.5
2862,192979.609375
2863,193860.046875
2864,282882.59375
2865,104992.390625
2866,274969.53125
2867,132991.890625
2868,111996.53125
2869,125491.515625
2870,214965.78125
2871,229969.953125
2872,139988.25
2873,89998.640625
2874,256969.296875
2875,206973.375
2876,175885.59375
2877,122489.375
2878,339952.75
2879,123995.671875
2880,222973.90625
2881,179881.65625
2882,127494.859375
2883,136494.53125
2884,274936.5625
2885,143986.15625
2886,141990.6875
2887,270965.65625
2888,139987.625
2889,118998.8125
2890,182883.46875
2891,192111.265625
2892,143741.8125
2893,64502.0390625
2894,186482.75
2895,159978.09375
2896,173986.40625
2897,120493.015625
2898,394564.84375
2899,149687.21875
2900,196978.375
2901,190975.078125
2902,149291.96875
2903,309956.59375
2904,120994.34375
2905,179582.9375
2906,128997.328125
2907,157876.09375
2908,239972.75
2909,111990.65625
2910,92005.78125
2911,135990.25
2912,287056.6875
2913,144993.25
2914,84495.625
2915,184984.140625
2916,174984.015625
2917,209971.484375
2918,266467.125
2919,142115.625
